year,game_id,contact,n,percent
2017,1,TRUE,62,36.68639053254438
2017,2,TRUE,238,42.88288288288288
2017,3,TRUE,221,47.939262472885034
2017,4,TRUE,331,41.951837769328264
2017,5,TRUE,264,40.93023255813954
2017,6,TRUE,361,43.4416365824308
2017,7,TRUE,381,45.628742514970064
2017,8,TRUE,410,47.953216374269005
2017,9,TRUE,228,42.53731343283582
2017,10,TRUE,320,44.63040446304045
2017,11,TRUE,369,46.590909090909086
2017,12,TRUE,290,45.74132492113564
2017,13,TRUE,395,47.19235364396654
2017,14,TRUE,345,45.39473684210527
2017,15,TRUE,299,43.333333333333336
2017,16,TRUE,235,48.057259713701434
2017,17,TRUE,381,47.09517923362176
2017,18,TRUE,265,39.969834087481146
2017,19,TRUE,251,45.388788426763114
2017,20,TRUE,380,46.06060606060606
2017,21,TRUE,347,43.924050632911396
2017,22,TRUE,351,44.04015056461731
2017,23,TRUE,202,45.70135746606335
2017,24,TRUE,326,49.92343032159265
2017,25,TRUE,357,43.91143911439114
2017,26,TRUE,260,48.4171322160149
2017,27,TRUE,355,43.23995127892813
2017,28,TRUE,327,43.89261744966443
2017,29,TRUE,379,44.37939110070258
2017,30,TRUE,281,45.76547231270358
2017,31,TRUE,392,44.59613196814562
2017,32,TRUE,346,44.76067270375162
2017,33,TRUE,296,44.57831325301205
2017,34,TRUE,374,43.58974358974359
2017,35,TRUE,401,46.900584795321635
2017,36,TRUE,385,45.18779342723005
2017,37,TRUE,258,45.10489510489511
2017,38,TRUE,389,44.10430839002268
2017,39,TRUE,376,50.53763440860215
2017,40,TRUE,251,47.71863117870723
2017,41,TRUE,360,46.814044213263976
2017,42,TRUE,418,45.934065934065934
2017,43,TRUE,432,47.368421052631575
2017,44,TRUE,205,45.964125560538115
2017,45,TRUE,390,49.42965779467681
2017,46,TRUE,394,49.3116395494368
2017,47,TRUE,315,46.25550660792951
2017,48,TRUE,428,45.775401069518715
2017,49,TRUE,409,48.80668257756563
2017,50,TRUE,349,44.62915601023018
2017,51,TRUE,213,45.806451612903224
2017,52,TRUE,383,48.29760403530896
2017,53,TRUE,333,43.190661478599225
2017,54,TRUE,254,48.19734345351044
2017,55,TRUE,396,45.10250569476082
2017,56,TRUE,376,43.77182770663563
2017,57,TRUE,437,47.396963123644255
2017,58,TRUE,402,45.73378839590443
2017,59,TRUE,367,41.328828828828826
2017,60,TRUE,386,45.25205158264947
2017,61,TRUE,186,42.369020501138955
2017,62,TRUE,388,46.63461538461539
2017,63,TRUE,417,46.33333333333333
2017,64,TRUE,430,46.637744034707154
2017,65,TRUE,174,44.274809160305345
2017,66,TRUE,367,43.794749403341285
2017,67,TRUE,337,42.38993710691824
2017,68,TRUE,290,42.64705882352941
2017,69,TRUE,388,46.85990338164252
2017,70,TRUE,401,47.455621301775146
2017,71,TRUE,387,45.26315789473684
2017,72,TRUE,225,47.071129707112966
2017,73,TRUE,426,48.4641638225256
2017,74,TRUE,384,46.77222898903776
2017,75,TRUE,304,48.796147672552166
2017,76,TRUE,383,47.6961394769614
2017,77,TRUE,441,46.86503719447396
2017,78,TRUE,375,43.859649122807014
2017,79,TRUE,309,46.18834080717489
2017,80,TRUE,409,46.424517593643586
2017,81,TRUE,399,45.6
2017,82,TRUE,355,47.651006711409394
2017,83,TRUE,393,46.841477949940405
2017,84,TRUE,363,45.60301507537689
2017,85,TRUE,432,47.524752475247524
2017,86,TRUE,218,47.80701754385965
2017,87,TRUE,411,45.92178770949721
2017,88,TRUE,388,44.7520184544406
2017,89,TRUE,318,49.30232558139535
2017,90,TRUE,351,44.15094339622642
2017,91,TRUE,500,48.44961240310077
2017,92,TRUE,480,47.76119402985074
2017,93,TRUE,231,43.667296786389414
2017,94,TRUE,393,45.91121495327103
2017,95,TRUE,351,45.822454308093995
2017,96,TRUE,332,47.76978417266187
2017,97,TRUE,423,48.06818181818181
2017,98,TRUE,333,43.30299089726918
2017,99,TRUE,368,43.966547192353644
2017,100,TRUE,409,45.49499443826474
2017,101,TRUE,401,47.2877358490566
2017,102,TRUE,345,43.07116104868914
2017,103,TRUE,300,45.45454545454545
2017,104,TRUE,376,47.898089171974526
2017,105,TRUE,379,47.91403286978508
2017,106,TRUE,239,49.68814968814969
2017,107,TRUE,394,45.81395348837209
2017,108,TRUE,399,45.39249146757679
2017,109,TRUE,357,43.75
2017,110,TRUE,313,44.650499286733236
2017,111,TRUE,416,48.25986078886311
2017,112,TRUE,418,46.96629213483146
2017,113,TRUE,198,44.5945945945946
2017,114,TRUE,283,42.4287856071964
2017,115,TRUE,413,43.84288747346072
2017,116,TRUE,440,46.41350210970464
2017,117,TRUE,213,47.75784753363229
2017,118,TRUE,380,48.717948717948715
2017,119,TRUE,305,45.86466165413533
2017,120,TRUE,318,43.80165289256198
2017,121,TRUE,357,44.18316831683168
2017,122,TRUE,384,44.13793103448276
2017,123,TRUE,388,45.433255269320846
2017,124,TRUE,156,45.481049562682216
2017,125,TRUE,339,44.84126984126984
2017,126,TRUE,393,47.17887154861945
2017,127,TRUE,302,46.96734059097978
2017,128,TRUE,353,45.72538860103627
2017,129,TRUE,422,48.673587081891576
2017,130,TRUE,374,42.59681093394077
2017,131,TRUE,257,44.23407917383821
2017,132,TRUE,374,45.27845036319613
2017,133,TRUE,321,42.18134034165571
2017,134,TRUE,258,41.951219512195124
2017,135,TRUE,401,48.60606060606061
2017,136,TRUE,353,43.58024691358025
2017,137,TRUE,389,46.420047732696894
2017,138,TRUE,283,51.736745886654475
2017,139,TRUE,398,47.55077658303465
2017,140,TRUE,370,44.25837320574163
2017,141,TRUE,307,45.54896142433235
2017,142,TRUE,367,45.252774352651045
2017,143,TRUE,390,46.706586826347305
2017,144,TRUE,419,45.005370569280345
2017,145,TRUE,219,42.52427184466019
2017,146,TRUE,379,43.663594470046085
2017,147,TRUE,383,47.51861042183623
2017,148,TRUE,274,48.754448398576514
2017,149,TRUE,336,45.16129032258064
2017,150,TRUE,497,48.15891472868217
2017,151,TRUE,378,46.43734643734644
2017,152,TRUE,396,47.14285714285714
2017,153,TRUE,403,46.05714285714286
2017,154,TRUE,382,47.57160647571607
2017,155,TRUE,246,46.502835538752365
2017,156,TRUE,402,44.321940463065054
2017,157,TRUE,390,43.624161073825505
2017,158,TRUE,375,45.39951573849879
2017,159,TRUE,202,43.25481798715203
2017,160,TRUE,371,47.50320102432779
2017,161,TRUE,371,45.354523227383865
2017,162,TRUE,322,45.352112676056336
2017,163,TRUE,356,43.68098159509202
2017,164,TRUE,382,46.928746928746925
2017,165,TRUE,383,44.27745664739884
2017,166,TRUE,186,45.925925925925924
2017,167,TRUE,420,48.10996563573883
2017,168,TRUE,392,45.74095682613769
2017,169,TRUE,267,44.27860696517413
2017,170,TRUE,287,40.883190883190885
2017,171,TRUE,400,48.721071863581
2017,172,TRUE,382,44.626168224299064
2017,173,TRUE,277,45.18760195758564
2017,174,TRUE,372,45.532435740514074
2017,175,TRUE,385,47.066014669926645
2017,176,TRUE,217,39.0990990990991
2017,177,TRUE,375,44.37869822485207
2017,178,TRUE,389,46.642685851318944
2017,179,TRUE,364,43.23040380047506
2018,1,TRUE,352,43.03178484107579
2018,2,TRUE,283,43.7403400309119
2018,3,TRUE,350,44.81434058898848
2018,4,TRUE,297,45.20547945205479
2018,5,TRUE,316,43.888888888888886
2018,6,TRUE,345,46.12299465240642
2018,7,TRUE,288,42.415316642120764
2018,8,TRUE,273,43.96135265700483
2018,9,TRUE,232,48.9451476793249
2018,10,TRUE,384,41.69381107491857
2018,11,TRUE,387,44.79166666666667
2018,12,TRUE,254,39.258114374034
2018,13,TRUE,351,44.77040816326531
2018,14,TRUE,369,42.36509758897819
2018,15,TRUE,212,47.006651884700666
2018,16,TRUE,367,46.16352201257862
2018,17,TRUE,345,47.91666666666667
2018,18,TRUE,215,37.45644599303136
2018,19,TRUE,250,42.73504273504273
2018,20,TRUE,306,39.84375
2018,21,TRUE,309,44.58874458874459
2018,22,TRUE,205,44.086021505376344
2018,23,TRUE,454,48.14422057264051
2018,24,TRUE,338,43.00254452926209
2018,25,TRUE,366,47.347994825355755
2018,26,TRUE,234,48.64864864864865
2018,27,TRUE,345,42.02192448233861
2018,28,TRUE,387,43.288590604026844
2018,29,TRUE,263,47.132616487455195
2018,30,TRUE,373,47.881899871630296
2018,31,TRUE,433,46.55913978494623
2018,32,TRUE,382,44.470314318975554
2018,33,TRUE,270,46.71280276816609
2018,34,TRUE,340,44.38642297650131
2018,35,TRUE,400,45.662100456621005
2018,36,TRUE,230,43.151969981238274
2018,37,TRUE,349,44.34561626429479
2018,38,TRUE,343,42.398022249690975
2018,39,TRUE,347,44.89003880983182
2018,40,TRUE,193,49.10941475826972
2018,41,TRUE,367,46.105527638190956
2018,42,TRUE,362,44.52644526445265
2018,43,TRUE,275,47.74305555555556
2018,44,TRUE,450,46.43962848297213
2018,45,TRUE,317,42.8958051420839
2018,46,TRUE,399,45.96774193548387
2018,47,TRUE,210,45.258620689655174
2018,48,TRUE,352,45.47803617571059
2018,49,TRUE,352,47.56756756756757
2018,50,TRUE,221,43.84920634920635
2018,51,TRUE,385,45.83333333333333
2018,52,TRUE,443,47.32905982905983
2018,53,TRUE,396,44.8471121177803
2018,54,TRUE,205,46.380090497737555
2018,55,TRUE,373,44.88567990373045
2018,56,TRUE,356,43.09927360774818
2018,57,TRUE,219,46.496815286624205
2018,58,TRUE,347,44.31673052362707
2018,59,TRUE,405,49.57160342717258
2018,60,TRUE,387,44.279176201373
2018,61,TRUE,422,48.61751152073733
2018,62,TRUE,389,44.20454545454545
2018,63,TRUE,376,46.53465346534654
2018,64,TRUE,255,48.57142857142857
2018,65,TRUE,416,49.23076923076923
2018,66,TRUE,419,45.79234972677595
2018,67,TRUE,370,47.37516005121639
2018,68,TRUE,180,52.17391304347826
2018,69,TRUE,372,45.532435740514074
2018,70,TRUE,392,42.88840262582057
2018,71,TRUE,267,46.92442882249561
2018,72,TRUE,384,45.76877234803337
2018,73,TRUE,401,43.49240780911063
2018,74,TRUE,405,46.285714285714285
2018,75,TRUE,183,42.36111111111111
2018,76,TRUE,407,48.51013110846246
2018,77,TRUE,418,46.75615212527964
2018,78,TRUE,231,45.742574257425744
2018,79,TRUE,394,46.35294117647059
2018,80,TRUE,370,46.89480354879594
2018,81,TRUE,372,44.49760765550239
2018,82,TRUE,235,45.27938342967245
2018,83,TRUE,391,42.22462203023758
2018,84,TRUE,352,46.194225721784775
2018,85,TRUE,272,47.4694589877836
2018,86,TRUE,444,47.23404255319149
2018,87,TRUE,414,45.8980044345898
2018,88,TRUE,414,46.83257918552036
2018,89,TRUE,317,46.075581395348834
2018,90,TRUE,392,45.63445867287544
2018,91,TRUE,366,48.8
2018,92,TRUE,255,47.30983302411874
2018,93,TRUE,369,48.48883048620237
2018,94,TRUE,359,45.32828282828283
2018,95,TRUE,356,42.78846153846153
2018,96,TRUE,299,51.46299483648882
2018,97,TRUE,431,48.53603603603604
2018,98,TRUE,382,46.024096385542165
2018,99,TRUE,208,45.614035087719294
2018,100,TRUE,382,44.94117647058823
2018,101,TRUE,405,45.556805399325086
2018,102,TRUE,453,43.142857142857146
2018,103,TRUE,288,48.080133555926544
2018,104,TRUE,397,47.09371293001186
2018,105,TRUE,427,46.31236442516269
2018,106,TRUE,264,46.07329842931937
2018,107,TRUE,396,45.20547945205479
2018,108,TRUE,389,46.698679471788715
2018,109,TRUE,376,46.30541871921182
2018,110,TRUE,41,61.19402985074627
2018,111,TRUE,441,47.72727272727273
2018,112,TRUE,313,42.24021592442645
2018,113,TRUE,385,46.4975845410628
2018,114,TRUE,345,45.335085413929036
2018,115,TRUE,430,47.25274725274725
2018,116,TRUE,293,42.34104046242775
2018,117,TRUE,278,46.72268907563025
2018,118,TRUE,333,45.80467675378267
2018,119,TRUE,401,48.02395209580838
2018,120,TRUE,361,46.10472541507024
2018,121,TRUE,223,43.050193050193045
2018,122,TRUE,372,45.812807881773395
2018,123,TRUE,316,47.95144157814871
2018,124,TRUE,307,44.75218658892128
2018,125,TRUE,351,45.2319587628866
2018,126,TRUE,385,47.35547355473555
2018,127,TRUE,386,44.675925925925924
2018,128,TRUE,250,46.99248120300752
2018,129,TRUE,395,46.03729603729604
2018,130,TRUE,361,46.46074646074646
2018,131,TRUE,236,47.199999999999996
2018,132,TRUE,387,47.83683559950556
2018,133,TRUE,392,44.95412844036697
2018,134,TRUE,370,44.100119189511325
2018,135,TRUE,301,46.81181959564541
2018,136,TRUE,355,43.611793611793615
2018,137,TRUE,389,45.710928319623974
2018,138,TRUE,216,46.55172413793103
2018,139,TRUE,403,47.635933806146575
2018,140,TRUE,381,45.793269230769226
2018,141,TRUE,375,46.239210850801484
2018,142,TRUE,283,45.718901453958
2018,143,TRUE,381,45.0354609929078
2018,144,TRUE,448,47.60892667375133
2018,145,TRUE,196,42.241379310344826
2018,146,TRUE,425,45.16471838469713
2018,147,TRUE,394,44.67120181405896
2018,148,TRUE,362,45.137157107231914
2018,149,TRUE,148,44.047619047619044
2018,150,TRUE,347,50
2018,151,TRUE,378,46.55172413793103
2018,152,TRUE,261,42.716857610474634
2018,153,TRUE,371,44.806763285024154
2018,154,TRUE,406,47.31934731934732
2018,155,TRUE,363,44
2018,156,TRUE,423,45.729729729729726
2018,157,TRUE,414,44.70842332613391
2018,158,TRUE,373,45.04830917874396
2018,159,TRUE,112,42.26415094339623
2018,160,TRUE,391,41.997851772287866
2018,161,TRUE,405,46.02272727272727
2018,162,TRUE,345,45.039164490861616
2018,163,TRUE,290,45.66929133858268
2018,164,TRUE,365,46.91516709511568
2018,165,TRUE,405,44.60352422907489
2018,166,TRUE,231,50.326797385620914
2018,167,TRUE,417,48.6013986013986
2018,168,TRUE,421,44.83493077742279
2018,169,TRUE,377,44.827586206896555
2018,170,TRUE,290,46.03174603174603
2018,171,TRUE,354,42.243436754176614
2018,172,TRUE,342,45.35809018567639
2018,173,TRUE,202,43.628509719222464
2018,174,TRUE,368,43.34511189634865
2018,175,TRUE,396,49.192546583850934
2018,176,TRUE,431,47.519294377067254
2018,177,TRUE,350,46.480743691899065
2018,178,TRUE,351,45.2319587628866
2018,179,TRUE,400,42.87245444801715
2018,180,TRUE,189,44.78672985781991
2018,181,TRUE,490,45.16129032258064
2018,182,TRUE,419,44.76495726495727
2018,183,TRUE,369,41.3677130044843
2018,184,TRUE,53,48.18181818181818
2019,1,TRUE,383,44.58672875436554
2019,2,TRUE,198,41.42259414225941
2019,3,TRUE,334,41.90715181932246
2019,4,TRUE,387,43.532058492688414
2019,5,TRUE,282,40.692640692640694
2019,6,TRUE,288,44.23963133640553
2019,7,TRUE,309,42.44505494505494
2019,8,TRUE,226,45.74898785425101
2019,9,TRUE,303,44.0406976744186
2019,10,TRUE,381,45.0354609929078
2019,11,TRUE,394,45.2353616532721
2019,12,TRUE,231,42.07650273224044
2019,13,TRUE,373,44.831730769230774
2019,14,TRUE,342,42.01474201474201
2019,15,TRUE,221,39.184397163120565
2019,16,TRUE,353,43.63411619283066
2019,17,TRUE,298,45.775729646697386
2019,18,TRUE,356,43.84236453201971
2019,19,TRUE,233,41.45907473309609
2019,20,TRUE,393,44.5578231292517
2019,21,TRUE,341,44.9868073878628
2019,22,TRUE,268,46.04810996563574
2019,23,TRUE,379,44.121071012805594
2019,24,TRUE,338,45.55256064690027
2019,25,TRUE,338,42.676767676767675
2019,26,TRUE,291,46.70947030497592
2019,27,TRUE,398,43.784378437843785
2019,28,TRUE,305,42.12707182320442
2019,29,TRUE,227,45.766129032258064
2019,30,TRUE,396,45.36082474226804
2019,31,TRUE,323,41.46341463414634
2019,32,TRUE,386,44.57274826789838
2019,33,TRUE,222,47.94816414686825
2019,34,TRUE,401,43.3982683982684
2019,35,TRUE,379,46.7324290998767
2019,36,TRUE,222,47.43589743589743
2019,37,TRUE,339,43.96887159533074
2019,38,TRUE,392,46.666666666666664
2019,39,TRUE,297,44
2019,40,TRUE,314,45.24495677233429
2019,41,TRUE,302,42.11994421199442
2019,42,TRUE,345,45.15706806282723
2019,43,TRUE,222,45.1219512195122
2019,44,TRUE,403,45.899772209567196
2019,45,TRUE,487,47.28155339805825
2019,46,TRUE,351,44.8849104859335
2019,47,TRUE,152,45.50898203592814
2019,48,TRUE,418,44.946236559139784
2019,49,TRUE,326,45.08990318118949
2019,50,TRUE,272,47.88732394366197
2019,51,TRUE,379,46.10705596107056
2019,52,TRUE,408,47.167630057803464
2019,53,TRUE,263,40.838509316770185
2019,54,TRUE,234,43.01470588235294
2019,55,TRUE,329,43.86666666666667
2019,56,TRUE,417,47.7116704805492
2019,57,TRUE,277,50.18115942028986
2019,58,TRUE,376,44.18331374853114
2019,59,TRUE,425,47.96839729119639
2019,60,TRUE,485,47.97230464886251
2019,61,TRUE,260,47.61904761904761
2019,62,TRUE,346,44.993498049414825
2019,63,TRUE,281,41.81547619047619
2019,64,TRUE,233,47.55102040816326
2019,65,TRUE,324,44.505494505494504
2019,66,TRUE,371,43.189755529685684
2019,67,TRUE,409,45.59643255295429
2019,68,TRUE,60,40.54054054054054
2019,69,TRUE,461,50.10869565217392
2019,70,TRUE,326,45.467224546722456
2019,71,TRUE,336,46.47302904564315
2019,72,TRUE,420,44.776119402985074
2019,73,TRUE,442,42.377756471716204
2019,74,TRUE,395,46.52532391048292
2019,75,TRUE,181,44.146341463414636
2019,76,TRUE,433,45.5310199789695
2019,77,TRUE,245,39.83739837398374
2019,78,TRUE,269,44.09836065573771
2019,79,TRUE,433,48.11111111111111
2019,80,TRUE,390,46.59498207885305
2019,81,TRUE,443,46.29049111807733
2019,82,TRUE,267,47.42451154529307
2019,83,TRUE,422,47.20357941834452
2019,84,TRUE,419,43.06269270298047
2019,85,TRUE,327,43.716577540106954
2019,86,TRUE,394,47.12918660287082
2019,87,TRUE,383,45.704057279236274
2019,88,TRUE,336,46.02739726027397
2019,89,TRUE,155,41.77897574123989
2019,90,TRUE,352,46.13368283093054
2019,91,TRUE,341,43.60613810741688
2019,92,TRUE,307,47.5968992248062
2019,93,TRUE,353,45.66623544631307
2019,94,TRUE,352,45.53686934023286
2019,95,TRUE,341,42.465753424657535
2019,96,TRUE,100,49.504950495049506
2019,97,TRUE,364,45.04950495049505
2019,98,TRUE,406,44.03470715835141
2019,99,TRUE,393,47.292418772563174
2019,100,TRUE,389,48.084054388133495
2019,101,TRUE,402,47.85714285714286
2019,102,TRUE,405,48.04270462633452
2019,103,TRUE,34,49.275362318840585
2019,104,TRUE,402,44.81605351170568
2019,105,TRUE,409,45.29346622369878
2019,106,TRUE,409,47.01149425287356
2019,107,TRUE,302,46.749226006191954
2019,108,TRUE,382,46.58536585365854
2019,109,TRUE,386,44.215349369988544
2019,110,TRUE,326,45.85091420534459
2019,111,TRUE,377,44.04205607476636
2019,112,TRUE,414,48.13953488372093
2019,113,TRUE,366,40.939597315436245
2019,114,TRUE,271,49.094202898550726
2019,115,TRUE,380,42.45810055865922
2019,116,TRUE,448,47.60892667375133
2019,117,TRUE,250,52.19206680584551
2019,118,TRUE,361,45.46599496221663
2019,119,TRUE,376,42.63038548752834
2019,120,TRUE,387,43.63021420518602
2019,121,TRUE,134,39.762611275964396
2019,122,TRUE,424,48.18181818181818
2019,123,TRUE,398,45.33029612756264
2019,124,TRUE,284,46.864686468646866
2019,125,TRUE,308,46.666666666666664
2019,126,TRUE,347,43.320848938826465
2019,127,TRUE,504,46.36614535418583
2019,128,TRUE,343,45.978552278820374
2019,129,TRUE,442,46.47739221871714
2019,130,TRUE,382,46.87116564417178
2019,131,TRUE,236,49.37238493723849
2019,132,TRUE,380,44.340723453908986
2019,133,TRUE,412,46.97833523375142
2019,134,TRUE,323,40.17412935323383
2019,135,TRUE,266,48.10126582278481
2019,136,TRUE,440,48.03493449781659
2019,137,TRUE,408,47.167630057803464
2019,138,TRUE,250,46.99248120300752
2019,139,TRUE,396,47.14285714285714
2019,140,TRUE,440,46.16998950682057
2019,141,TRUE,351,44.5997458703939
2019,142,TRUE,229,43.78585086042065
2019,143,TRUE,317,43.365253077975375
2019,144,TRUE,346,45.586297760210805
2019,145,TRUE,281,49.29824561403508
2019,146,TRUE,389,43.70786516853933
2019,147,TRUE,375,43.96248534583822
2019,148,TRUE,435,46.47435897435898
2019,149,TRUE,221,44.64646464646464
2019,150,TRUE,425,46.65203073545554
2019,151,TRUE,308,44.126074498567334
2019,152,TRUE,265,45.8477508650519
2019,153,TRUE,408,48.45605700712589
2019,154,TRUE,388,43.94110985277464
2019,155,TRUE,442,44.69160768452983
2019,156,TRUE,392,47.11538461538461
2019,157,TRUE,366,42.607683352735734
2019,158,TRUE,273,47.97891036906854
2019,159,TRUE,312,45.481049562682216
2019,160,TRUE,436,45.89473684210526
2019,161,TRUE,373,41.12458654906285
2019,162,TRUE,380,45.346062052505964
2019,163,TRUE,218,43.51297405189621
2019,164,TRUE,388,45.917159763313606
2019,165,TRUE,391,43.638392857142854
2019,166,TRUE,360,42.35294117647059
2019,167,TRUE,370,47.86545924967658
2019,168,TRUE,378,42.90578887627696
2019,169,TRUE,418,44.65811965811966
2019,170,TRUE,175,43.75
2019,171,TRUE,407,43.11440677966102
2019,172,TRUE,404,44.690265486725664
2019,173,TRUE,279,46.96969696969697
2019,174,TRUE,379,44.95848161328588
2019,175,TRUE,378,42.281879194630875
2019,176,TRUE,416,45.31590413943355
2019,177,TRUE,180,48.257372654155496
2019,178,TRUE,426,42.557442557442556
2019,179,TRUE,273,41.426403641881635
2019,180,TRUE,246,44.80874316939891
2019,181,TRUE,357,43.91143911439114
2019,182,TRUE,352,39.15461624026697
2019,183,TRUE,338,42.62295081967213
2020,1,TRUE,37,38.144329896907216
2020,2,TRUE,494,44.90909090909091
2020,3,TRUE,558,46.96969696969697
2020,4,TRUE,506,42.88135593220339
2020,5,TRUE,333,39.64285714285714
2020,6,TRUE,413,41.801619433198375
2020,7,TRUE,535,42.561654733492446
2020,8,TRUE,345,44.86345903771131
2020,9,TRUE,456,45.103857566765576
2020,10,TRUE,407,41.23606889564336
2020,11,TRUE,409,43.74331550802139
2020,12,TRUE,279,38.376891334250345
2020,13,TRUE,476,44.569288389513105
2020,14,TRUE,479,44.97652582159624
2020,15,TRUE,373,44.351961950059454
2020,16,TRUE,474,41.289198606271775
2020,17,TRUE,521,44.952545297670405
2020,18,TRUE,432,41.221374045801525
2020,19,TRUE,356,45.876288659793815
2020,20,TRUE,553,47.961838681699916
2020,21,TRUE,541,43.593875906526996
2020,22,TRUE,251,47.71863117870723
2020,23,TRUE,499,44.75336322869955
2020,24,TRUE,570,46.15384615384615
2020,25,TRUE,464,43.32399626517274
2020,26,TRUE,448,44.35643564356436
2020,27,TRUE,589,44.020926756352765
2020,28,TRUE,576,42.1978021978022
2020,29,TRUE,449,42.27871939736347
2020,30,TRUE,542,45.932203389830505
2020,31,TRUE,471,42.97445255474452
2020,32,TRUE,453,43.895348837209305
2020,33,TRUE,402,48.201438848920866
2020,34,TRUE,544,43.87096774193549
2020,35,TRUE,442,44.28857715430862
2020,36,TRUE,154,44.50867052023121
2020,37,TRUE,585,44.690603514132924
2020,38,TRUE,534,44.5371142618849
2020,39,TRUE,543,42.421875
2020,40,TRUE,403,41.03869653767821
2020,41,TRUE,462,44.38040345821326
2020,42,TRUE,436,42.53658536585366
2020,43,TRUE,375,45.01800720288116
2020,44,TRUE,606,43.162393162393165
2020,45,TRUE,579,43.016344725111445
2020,46,TRUE,596,43.5354273192111
2020,47,TRUE,505,46.71600370027752
2020,48,TRUE,571,44.88993710691824
2020,49,TRUE,465,43.95085066162571
2020,50,TRUE,501,47.66888677450047
2020,51,TRUE,488,42.919964819700965
2020,52,TRUE,515,44.13024850042845
2020,53,TRUE,640,43.86566141192598
2020,54,TRUE,271,43.70967741935484
2020,55,TRUE,558,45.88815789473684
2020,56,TRUE,550,44.93464052287582
2020,57,TRUE,445,42.58373205741627
2020,58,TRUE,597,43.38662790697674
2020,59,TRUE,527,42.91530944625407
2020,60,TRUE,546,41.64759725400457
2020,61,TRUE,473,43.95910780669145
2020,62,TRUE,505,42.72419627749577
2020,63,TRUE,543,45.09966777408638
2020,64,TRUE,477,48.036253776435046
2020,65,TRUE,618,45.04373177842565
2020,66,TRUE,519,41.854838709677416
2020,67,TRUE,605,44.74852071005917
2021,1,TRUE,327,42.084942084942085
2021,2,TRUE,190,45.346062052505964
2021,3,TRUE,342,40.61757719714964
2021,4,TRUE,323,43.297587131367294
2021,5,TRUE,310,42.29195088676671
2021,6,TRUE,358,40.77448747152619
2021,7,TRUE,321,44.957983193277315
2021,8,TRUE,215,45.84221748400853
2021,9,TRUE,237,45.05703422053232
2021,10,TRUE,361,41.87935034802784
2021,11,TRUE,254,35.03448275862069
2021,12,TRUE,270,38.40682788051209
2021,13,TRUE,425,42.330677290836654
2021,14,TRUE,389,45.65727699530516
2021,15,TRUE,300,45.31722054380665
2021,16,TRUE,324,42.51968503937008
2021,17,TRUE,429,44
2021,18,TRUE,345,42.279411764705884
2021,19,TRUE,183,39.439655172413794
2021,20,TRUE,359,41.169724770642205
2021,21,TRUE,363,42.30769230769231
2021,22,TRUE,199,42.25053078556263
2021,23,TRUE,340,37.280701754385966
2021,24,TRUE,406,44.96124031007752
2021,25,TRUE,483,40.72512647554806
2021,26,TRUE,308,42.42424242424242
2021,27,TRUE,367,39.33547695605573
2021,28,TRUE,374,39.53488372093023
2021,29,TRUE,236,41.99288256227758
2021,30,TRUE,404,40.44044044044044
2021,31,TRUE,439,39.47841726618705
2021,32,TRUE,431,42.172211350293544
2021,33,TRUE,249,42.4190800681431
2021,34,TRUE,520,42.65791632485644
2021,35,TRUE,447,39.768683274021356
2021,36,TRUE,326,43.758389261744966
2021,37,TRUE,402,39.2578125
2021,38,TRUE,438,40
2021,39,TRUE,312,37.01067615658363
2021,40,TRUE,115,36.858974358974365
2021,41,TRUE,408,40.03925417075565
2021,42,TRUE,404,39.8422090729783
2021,43,TRUE,371,41.40625
2021,44,TRUE,435,39.83516483516483
2021,45,TRUE,465,41.55495978552279
2021,46,TRUE,480,44.36229205175601
2021,47,TRUE,217,39.45454545454545
2021,48,TRUE,432,40.52532833020638
2021,49,TRUE,311,33.29764453961456
2021,50,TRUE,261,38.0466472303207
2021,51,TRUE,300,32.327586206896555
2021,52,TRUE,303,34.54960091220068
2021,53,TRUE,321,35.15881708652793
2021,54,TRUE,176,36.28865979381443
2021,55,TRUE,364,36.76767676767677
2021,56,TRUE,299,38.983050847457626
2021,57,TRUE,346,36.11691022964509
2021,58,TRUE,233,37.16108452950559
2021,59,TRUE,383,34.91340018231541
2021,60,TRUE,371,40.859030837004404
2021,61,TRUE,303,36.462093862815884
2021,62,TRUE,313,33.83783783783784
2021,63,TRUE,265,41.14906832298137
2021,64,TRUE,314,41.699867197875164
2021,65,TRUE,399,43.70208105147864
2021,66,TRUE,441,41.682419659735345
2021,67,TRUE,387,41.612903225806456
2021,68,TRUE,89,42.38095238095238
2021,69,TRUE,469,44.03755868544601
2021,70,TRUE,480,42.66666666666667
2021,71,TRUE,285,42.47391952309985
2021,72,TRUE,437,43.18181818181818
2021,73,TRUE,384,54.54545454545454
2021,74,TRUE,469,43.18600368324125
2021,75,TRUE,434,45.78059071729958
2021,76,TRUE,539,43.714517437145176
2021,77,TRUE,534,45.563139931740615
2021,78,TRUE,331,47.55747126436782
2021,79,TRUE,499,47.20908230842006
2021,80,TRUE,523,43.94957983193277
2021,81,TRUE,618,46.431254695717506
2021,82,TRUE,291,41.452991452991455
2021,83,TRUE,569,42.87867370007536
2021,84,TRUE,503,43.89179755671902
